STATE_NAME,STATEFP,COUNTYFP,FIPS,NAME,1_Unit,2_Units,3_and_4_Units,5_Units_or_More,Average_Building_Permits(12 months)
Florida,12,15,12015,Charlotte,298.5833333,14.16666667,10.75,58.58333333,382.0833333
Florida,12,17,12017,Citrus,201.25,2,0.333333333,0,203.5833333
Florida,12,19,12019,Clay,154.9166667,0,0.25,1.166666667,156.3333333
Florida,12,21,12021,Collier,207.1666667,0.833333333,5.416666667,79.91666667,293.3333333
Florida,12,23,12023,Columbia,14.5,0.333333333,0,0,14.83333333
Florida,12,27,12027,DeSoto,5.916666667,0,0,0,5.916666667
Florida,12,29,12029,Dixie,4.083333333,0,0,0,4.083333333
Florida,12,31,12031,Duval,428.1666667,8.166666667,11.33333333,94.25,541.9166667
Florida,12,33,12033,Escambia,121.9166667,0,1.333333333,0,123.25
Florida,12,35,12035,Flagler,198.6666667,14,3,0,215.6666667
Florida,12,37,12037,Franklin,9.416666667,0,0,0,9.416666667
Florida,12,39,12039,Gadsden,5.916666667,0,0,3,8.916666667
Florida,12,41,12041,Gilchrist,7.833333333,0,0,0,7.833333333
Florida,12,43,12043,Glades,5.416666667,0,0,0,5.416666667
Florida,12,45,12045,Gulf,25.16666667,0,0,0,25.16666667
Florida,12,47,12047,Hamilton,2.166666667,0,0,0,2.166666667
Florida,12,49,12049,Hardee,8.416666667,0,0,1.833333333,10.25
Florida,12,51,12051,Hendry,42.33333333,0.333333333,0,3.75,46.41666667
Florida,12,53,12053,Hernando,182.25,0,0,26.5,208.75
Florida,12,55,12055,Highlands,70.5,4.5,0,6.666666667,81.66666667
Florida,12,57,12057,Hillsborough,366.8333333,4.666666667,3.333333333,379.5833333,754.4166667
Florida,12,59,12059,Holmes,1,0,0,0,1
Florida,12,61,12061,Indian River,23.41666667,0.166666667,0,23.41666667,47
Florida,12,63,12063,Jackson,9.416666667,0,0,3.333333333,12.75
Florida,12,65,12065,Jefferson,5.333333333,0,0,0,5.333333333
Florida,12,67,12067,Lafayette,3.5,0,0,0,3.5
Florida,12,69,12069,Lake,329.6666667,2.166666667,0.25,67.83333333,399.9166667
Florida,12,71,12071,Lee,879.5,12.66666667,1.583333333,390.5,1284.25
Florida,12,73,12073,Leon,64,1.833333333,0,81.25,147.0833333
Florida,12,75,12075,Levy,16.58333333,0,0,0,16.58333333
Florida,12,77,12077,Liberty,0.916666667,0,0,0,0.916666667
Florida,12,79,12079,Madison,2.416666667,0.166666667,0,0,2.583333333
Florida,12,81,12081,Manatee,469.1666667,3.333333333,1.666666667,148.5,622.6666667
Florida,12,83,12083,Marion,534.0833333,10.33333333,0.333333333,44.5,589.25
Florida,12,85,12085,Martin,44.83333333,1,1.666666667,13.91666667,61.41666667
Florida,12,86,12086,Miami-Dade,165.8333333,20.83333333,4.416666667,646.5,837.5833333
Florida,12,87,12087,Monroe,22.08333333,1,1.083333333,3.5,27.66666667
Florida,12,89,12089,Nassau,77.25,0.166666667,0,2,79.41666667
Florida,12,91,12091,Okaloosa,87.75,2.5,0.833333333,14.58333333,105.6666667
Florida,12,93,12093,Okeechobee,1.5,0,0,0,1.5
Florida,12,95,12095,Orange,400.9166667,5.166666667,3.916666667,261.0833333,671.0833333
Florida,12,97,12097,Osceola,470.25,0.5,7.666666667,256,734.4166667
Florida,12,99,12099,Palm Beach,234.25,8.833333333,3.75,84.33333333,331.1666667
Florida,12,101,12101,Pasco,456.75,2.166666667,0.666666667,104.1666667,563.75
Florida,12,103,12103,Pinellas,98.66666667,5.833333333,0,118.5,223
Florida,12,105,12105,Polk,709.5,12.33333333,0.5,143,865.3333333
Florida,12,107,12107,Putnam,9.416666667,0,0,0,9.416666667
Florida,12,113,12113,Santa Rosa,154.25,0.333333333,0,10.66666667,165.25
Florida,12,115,12115,Sarasota,438.25,1,4.75,178.1666667,622.1666667
Florida,12,117,12117,Seminole,63.58333333,0.333333333,1.75,99.25,164.9166667
Florida,12,109,12109,St. Johns,409.5833333,1.666666667,4.666666667,48.66666667,464.5833333
Florida,12,111,12111,St. Lucie,380.8333333,2.5,0,22.33333333,405.6666667
Florida,12,119,12119,Sumter,294.75,14.66666667,0,20.66666667,330.0833333
Florida,12,121,12121,Suwannee,11.5,0,0,0,11.5
Florida,12,123,12123,Taylor,4,0,0,0,4
Florida,12,125,12125,Union,3.75,0,0,0,3.75
Florida,12,127,12127,Volusia,225.0833333,1,0.666666667,56.75,283.5
Florida,12,129,12129,Wakulla,39,0,0,0,39
Florida,12,131,12131,Walton,129.0833333,0.5,0.5,110.1666667,240.25
Florida,12,133,12133,Washington,18.08333333,0,0,0,18.08333333
Georgia,13,1,13001,Appling,0.333333333,0,0,0,0.333333333
Georgia,13,3,13003,Atkinson,1.5,0,0,0,1.5
Georgia,13,5,13005,Bacon,0,0,0,0,0
Georgia,13,7,13007,Baker,0,0,0,0,0
Georgia,13,9,13009,Baldwin,8.333333333,1.833333333,5.666666667,1,16.83333333
Georgia,13,11,13011,Banks,8.5,0,0,0,8.5
Georgia,13,13,13013,Barrow,93,0,0,25.91666667,118.9166667
Georgia,13,15,13015,Bartow,94.58333333,11.83333333,6.333333333,22.08333333,134.8333333
Georgia,13,17,13017,Ben Hill,0.5,0,0,0,0.5
Georgia,13,19,13019,Berrien,8,0,0,0,8
Georgia,13,21,13021,Bibb,12.83333333,0,0,0,12.83333333
Georgia,13,23,13023,Bleckley,5.333333333,0,0,3.75,9.083333333
Georgia,13,25,13025,Brantley,4.083333333,0,0,0,4.083333333
Georgia,13,27,13027,Brooks,3.25,0,0,0,3.25
Georgia,13,29,13029,Bryan,36.83333333,0,0,5.666666667,42.5
Georgia,13,31,13031,Bulloch,46.66666667,8.5,0,0.5,55.66666667
Georgia,13,33,13033,Burke,5.416666667,0,0,0,5.416666667
Georgia,13,35,13035,Butts,5,0,0,0,5
Georgia,13,37,13037,Calhoun,0.416666667,0,0,0,0.416666667
Georgia,13,39,13039,Camden,27.91666667,3.333333333,0.666666667,0,31.91666667
Georgia,13,43,13043,Candler,0.583333333,0,0,0,0.583333333
Georgia,13,45,13045,Carroll,59.66666667,0.166666667,0.666666667,12.5,73
Georgia,13,47,13047,Catoosa,40.41666667,3.333333333,5.583333333,21.33333333,70.66666667
Georgia,13,49,13049,Charlton,3.583333333,0.166666667,0.333333333,0,4.083333333
Georgia,13,51,13051,Chatham,142.0833333,1.333333333,0,81.08333333,224.5
Georgia,13,53,13053,Chattahoochee,0,0,0,0,0
Georgia,13,55,13055,Chattooga,0.166666667,0,0,0,0.166666667
Georgia,13,57,13057,Cherokee,149.6666667,0.5,0.916666667,71,222.0833333
Georgia,13,59,13059,Clarke,17.66666667,0,7,73,97.66666667
Georgia,13,61,13061,Clay,0.25,0,0,0,0.25
Georgia,13,63,13063,Clayton,33.75,0,1,37.33333333,72.08333333
Georgia,13,65,13065,Clinch,0,0,0,0,0
Georgia,13,67,13067,Cobb,97,0.333333333,5.666666667,32.41666667,135.4166667
Georgia,13,69,13069,Coffee,7.666666667,0,1,0.5,9.166666667
Georgia,13,71,13071,Colquitt,5.333333333,2.5,0,0,7.833333333
Georgia,13,73,13073,Columbia,98.66666667,0.333333333,2.083333333,0,101.0833333
Georgia,13,75,13075,Cook,3.916666667,0,0,0,3.916666667
Georgia,13,77,13077,Coweta,79.25,0,0.333333333,0.666666667,80.25
Georgia,13,79,13079,Crawford,3.583333333,0,0,0,3.583333333
Georgia,13,81,13081,Crisp,1.75,0,0,0,1.75
Georgia,13,83,13083,Dade,0.75,0,0,0,0.75
Georgia,13,85,13085,Dawson,73.16666667,0,0.75,0,73.91666667
Georgia,13,89,13089,DeKalb,71.25,0,0,32.08333333,103.3333333
Georgia,13,87,13087,Decatur,6.833333333,0.5,0,4.166666667,11.5
Georgia,13,91,13091,Dodge,0.25,0.833333333,0,0,1.083333333
Georgia,13,93,13093,Dooly,4.583333333,0,0,0,4.583333333
Georgia,13,95,13095,Dougherty,2.083333333,0,0,1.666666667,3.75
Georgia,13,97,13097,Douglas,43.58333333,0,0,6,49.58333333
Georgia,13,99,13099,Early,0.916666667,0,0,0,0.916666667
Georgia,13,101,13101,Echols,0.25,0,0,0.833333333,1.083333333
Georgia,13,103,13103,Effingham,65.83333333,0,0,3.833333333,69.66666667
Georgia,13,105,13105,Elbert,6.416666667,0,0,0,6.416666667
Georgia,13,107,13107,Emanuel,6.166666667,0.166666667,0,0,6.333333333
Georgia,13,109,13109,Evans,1.416666667,0,0.75,0,2.166666667
Georgia,13,111,13111,Fannin,31.25,0,0,0,31.25
Georgia,13,113,13113,Fayette,26.91666667,0,0,0,26.91666667
Georgia,13,115,13115,Floyd,29.58333333,0,0,0,29.58333333
Georgia,13,117,13117,Forsyth,141,0,1.916666667,67.5,210.4166667
Georgia,13,119,13119,Franklin,13.58333333,0,0,0,13.58333333
Georgia,13,121,13121,Fulton,243.75,8.666666667,31.41666667,679.9166667,963.75
Georgia,13,123,13123,Gilmer,8.5,0,0,6.166666667,14.66666667
Georgia,13,125,13125,Glascock,,,,,
Georgia,13,127,13127,Glynn,39.83333333,6,4,11.33333333,61.16666667
Georgia,13,129,13129,Gordon,28.5,0,6,0,34.5
Georgia,13,131,13131,Grady,4.583333333,0,0,0,4.583333333
Georgia,13,133,13133,Greene,24.58333333,0,0,0,24.58333333
Georgia,13,135,13135,Gwinnett,358.6666667,0.833333333,1.333333333,106.4166667,467.25
Georgia,13,137,13137,Habersham,17.16666667,0,0.333333333,0.416666667,17.91666667
Georgia,13,139,13139,Hall,131.8333333,0.5,5.5,51.66666667,189.5
Georgia,13,141,13141,Hancock,2.333333333,0,0,0,2.333333333
Georgia,13,143,13143,Haralson,18.75,0,0,0,18.75
Georgia,13,145,13145,Harris,15.75,0,0,0,15.75
Georgia,13,147,13147,Hart,12.33333333,0.5,0.666666667,0.666666667,14.16666667
Georgia,13,149,13149,Heard,4.166666667,0,0,0,4.166666667
Georgia,13,151,13151,Henry,158.0833333,0,0,7.666666667,165.75
Georgia,13,153,13153,Houston,96.66666667,3.833333333,0.25,28,128.75
Georgia,13,155,13155,Irwin,2.666666667,0,0,0,2.666666667
Georgia,13,157,13157,Jackson,175.6666667,0,0,4.916666667,180.5833333
Georgia,13,159,13159,Jasper,15.25,0,0,0,15.25
Georgia,13,161,13161,Jeff Davis,0.833333333,0,0,0,0.833333333
Georgia,13,163,13163,Jefferson,0.833333333,0,0,0,0.833333333
Georgia,13,165,13165,Jenkins,2.333333333,0,0,0,2.333333333
Georgia,13,167,13167,Johnson,0,0,0,0,0
Georgia,13,169,13169,Jones,7.5,0,0.833333333,0.5,8.833333333
Georgia,13,171,13171,Lamar,10.75,0,0,0,10.75
Georgia,13,173,13173,Lanier,2.916666667,0,0,0,2.916666667
Georgia,13,175,13175,Laurens,2.583333333,0,0,2,4.583333333
Georgia,13,177,13177,Lee,10.83333333,0,0.25,0,11.08333333
Georgia,13,179,13179,Liberty,38.5,0.5,0.25,0,39.25
Georgia,13,181,13181,Lincoln,6.166666667,0,0,0,6.166666667
Georgia,13,183,13183,Long,24.83333333,0,0,0,24.83333333
Georgia,13,185,13185,Lowndes,74.16666667,0.5,0,0,74.66666667
Georgia,13,187,13187,Lumpkin,23.08333333,0,0,0,23.08333333
Georgia,13,193,13193,Macon,1.083333333,0,0,0,1.083333333
Georgia,13,195,13195,Madison,15.75,0,0,0,15.75
Georgia,13,197,13197,Marion,1.166666667,0,0,0,1.166666667
Georgia,13,189,13189,McDuffie,5.333333333,0,0,0,5.333333333
Georgia,13,191,13191,McIntosh,10.58333333,0,0,0,10.58333333
Georgia,13,199,13199,Meriwether,15,0,0,0,15
Georgia,13,201,13201,Miller,0.166666667,0,0,0,0.166666667
Georgia,13,205,13205,Mitchell,2.083333333,0,0,0,2.083333333
Georgia,13,207,13207,Monroe,23.41666667,0,0,0,23.41666667
Georgia,13,209,13209,Montgomery,1.916666667,0,0,0,1.916666667
Georgia,13,211,13211,Morgan,13.66666667,0,0,0,13.66666667
Georgia,13,213,13213,Murray,9,0,1,0.416666667,10.41666667
Georgia,13,215,13215,Muscogee,21.75,0,0,2.5,24.25
Georgia,13,217,13217,Newton,58.66666667,1.5,4.666666667,58.5,123.3333333
Georgia,13,219,13219,Oconee,27.91666667,0,0,0,27.91666667
Georgia,13,221,13221,Oglethorpe,11.66666667,0,0,0,11.66666667
Georgia,13,223,13223,Paulding,121.5,0,0,0,121.5
Georgia,13,225,13225,Peach,12.41666667,0,0,0,12.41666667
Georgia,13,227,13227,Pickens,21.33333333,0.333333333,0,0,21.66666667
Georgia,13,229,13229,Pierce,6.666666667,0.666666667,0,0,7.333333333
Georgia,13,231,13231,Pike,7.583333333,0,0,0,7.583333333
Georgia,13,233,13233,Polk,10.66666667,0,0,0,10.66666667
Georgia,13,235,13235,Pulaski,2.833333333,0.333333333,0.333333333,0,3.5
Georgia,13,237,13237,Putnam,6.583333333,0,0,4.166666667,10.75
Georgia,13,239,13239,Quitman,1,0,0,0,1
Georgia,13,241,13241,Rabun,11.91666667,0,0.333333333,0,12.25
Georgia,13,243,13243,Randolph,0.583333333,0,0,0,0.583333333
Georgia,13,245,13245,Richmond,46.75,0,0,0,46.75
Georgia,13,247,13247,Rockdale,40.25,0,0,0,40.25
Georgia,13,249,13249,Schley,1.5,0,0,0,1.5
Georgia,13,251,13251,Screven,1.916666667,0,0,0,1.916666667
Georgia,13,253,13253,Seminole,0.333333333,0,0,0,0.333333333
Georgia,13,255,13255,Spalding,28.5,0,0,0,28.5
Georgia,13,257,13257,Stephens,4.333333333,0,0,0,4.333333333
Georgia,13,259,13259,Stewart,0.166666667,0,0,0,0.166666667
Georgia,13,261,13261,Sumter,2,0,0,1.25,3.25
Georgia,13,263,13263,Talbot,0.166666667,0,0,0,0.166666667
Georgia,13,265,13265,Taliaferro,,,,,
Georgia,13,267,13267,Tattnall,3.833333333,0,0,0,3.833333333
Georgia,13,269,13269,Taylor,0.916666667,0,0,0,0.916666667
Georgia,13,271,13271,Telfair,0.083333333,0,0,0,0.083333333
Georgia,13,273,13273,Terrell,0.166666667,0,0,0,0.166666667
Georgia,13,275,13275,Thomas,11.75,0,0,6,17.75
Georgia,13,277,13277,Tift,9.666666667,0,0,5,14.66666667
Georgia,13,279,13279,Toombs,0.75,1.5,0.5,0,2.75
Georgia,13,281,13281,Towns,9,0,0,0,9
Georgia,13,283,13283,Treutlen,0,0,0,0,0
Georgia,13,285,13285,Troup,32.08333333,0.166666667,0,7.25,39.5
Georgia,13,287,13287,Turner,0.75,0,0,0,0.75
Georgia,13,289,13289,Twiggs,0.583333333,0,0,0,0.583333333
Georgia,13,291,13291,Union,23.41666667,0,0,0,23.41666667
Georgia,13,293,13293,Upson,8.916666667,0,0.333333333,0,9.25
Georgia,13,295,13295,Walker,26.66666667,0,0.25,2,28.91666667
Georgia,13,297,13297,Walton,54.75,0,0.25,1.416666667,56.41666667
Georgia,13,299,13299,Ware,2.916666667,0.5,0.333333333,0,3.75
Georgia,13,301,13301,Warren,0.083333333,0,0,0,0.083333333
Georgia,13,303,13303,Washington,5.5,0,0,0,5.5
Georgia,13,305,13305,Wayne,11.41666667,1.5,0.666666667,0,13.58333333
Georgia,13,307,13307,Webster,0,0,0,0,0
Georgia,13,309,13309,Wheeler,0,0,0,0,0
Georgia,13,311,13311,White,15,0,0,0,15
Georgia,13,313,13313,Whitfield,22.5,4,1.75,2.916666667,31.16666667
Georgia,13,315,13315,Wilcox,,,,,
Georgia,13,317,13317,Wilkes,1.25,0,1,0,2.25
Georgia,13,319,13319,Wilkinson,0,0,0,0,0
Georgia,13,321,13321,Worth,2.166666667,0,0,0,2.166666667
Louisiana,22,1,22001,Acadia,11.41666667,0,0,0,11.41666667
Louisiana,22,3,22003,Allen,3.833333333,0,0,0,3.833333333
Louisiana,22,5,22005,Ascension,48.25,0,0,0,48.25
Louisiana,22,7,22007,Assumption,2.5,0,0,0,2.5
Louisiana,22,9,22009,Avoyelles,1.25,0,0,0,1.25
Louisiana,22,11,22011,Beauregard,6.916666667,0,0,0,6.916666667
Louisiana,22,13,22013,Bienville,1.5,0,0,0,1.5
Louisiana,22,15,22015,Bossier,59.66666667,0,0,0,59.66666667
Louisiana,22,17,22017,Caddo,18.41666667,0,0,0,18.41666667
Louisiana,22,19,22019,Calcasieu,63.5,0.833333333,0,43.83333333,108.1666667
Louisiana,22,21,22021,Caldwell,0.75,0,0,0,0.75
Louisiana,22,23,22023,Cameron,2.25,0,0,0,2.25
Louisiana,22,25,22025,Catahoula,5,0,0,0,5
Louisiana,22,27,22027,Claiborne,0.25,0,0,0,0.25
Louisiana,22,29,22029,Concordia,2.25,0,0,0,2.25
Louisiana,22,31,22031,De Soto,9.416666667,0,0,0,9.416666667
Louisiana,22,33,22033,East Baton Rouge,143.8333333,7.166666667,0,36.66666667,187.6666667
Louisiana,22,35,22035,East Carroll,0,0,0,0,0
Louisiana,22,37,22037,East Feliciana,3.333333333,0.166666667,0,0,3.5
Louisiana,22,39,22039,Evangeline,2.333333333,0,0,0,2.333333333
Louisiana,22,41,22041,Franklin,1.416666667,0,0,0,1.416666667
Louisiana,22,43,22043,Grant,0.416666667,0,0,0,0.416666667
Louisiana,22,45,22045,Iberia,7.5,0,0.333333333,0,7.833333333
Louisiana,22,47,22047,Iberville,9.75,0,0,0,9.75
Louisiana,22,49,22049,Jackson,0,0,0,0,0
Louisiana,22,51,22051,Jefferson,37.91666667,1.333333333,0.333333333,3.583333333,43.16666667
Louisiana,22,53,22053,Jefferson Davis,5.75,0,0,0,5.75
Louisiana,22,59,22059,LaSalle,1,0,0,0,1
Louisiana,22,55,22055,Lafayette,130.75,0.166666667,0.333333333,0.833333333,132.0833333
Louisiana,22,57,22057,Lafourche,25.91666667,0.666666667,0,0,26.58333333
Louisiana,22,61,22061,Lincoln,12.66666667,1.333333333,0.25,0,14.25
Louisiana,22,63,22063,Livingston,57.25,0.333333333,0.333333333,8.25,66.16666667
Louisiana,22,65,22065,Madison,0.166666667,0,0,0,0.166666667
Louisiana,22,67,22067,Morehouse,0.916666667,0,0,0,0.916666667
Louisiana,22,69,22069,Natchitoches,7.916666667,0,0,0,7.916666667
Louisiana,22,71,22071,Orleans,16.83333333,21.16666667,0.833333333,20.33333333,59.16666667
Louisiana,22,73,22073,Ouachita,28.16666667,0.333333333,0.25,0,28.75
Louisiana,22,75,22075,Plaquemines,6.666666667,0.666666667,0,0,7.333333333
Louisiana,22,77,22077,Pointe Coupee,5,0,0,0,5
Louisiana,22,79,22079,Rapides,18.08333333,1.833333333,0,0,19.91666667
Louisiana,22,81,22081,Red River,0.416666667,0,0,0,0.416666667
Louisiana,22,83,22083,Richland,2.25,0,0,0,2.25
Louisiana,22,85,22085,Sabine,4.083333333,0,0,0,4.083333333
Louisiana,22,87,22087,St. Bernard,5.666666667,3.666666667,0,0,9.333333333
Louisiana,22,89,22089,St. Charles,6.166666667,0,0,0,6.166666667
Louisiana,22,91,22091,St. Helena,1,0,0,0,1
Louisiana,22,93,22093,St. James,5.333333333,0,0,0,5.333333333
Louisiana,22,95,22095,St. John the Baptist,5.083333333,0,0,0,5.083333333
Louisiana,22,97,22097,St. Landry,11.83333333,0,0,0,11.83333333
Louisiana,22,99,22099,St. Martin,4.5,0,0,0,4.5
Louisiana,22,101,22101,St. Mary,1.416666667,0,0,1.666666667,3.083333333
Louisiana,22,103,22103,St. Tammany,88.33333333,0.333333333,0,0,88.66666667
Louisiana,22,105,22105,Tangipahoa,58.25,0.666666667,0,31.5,90.41666667
Louisiana,22,107,22107,Tensas,0,0,0,0,0
Louisiana,22,109,22109,Terrebonne,25,0,0,0,25
Louisiana,22,111,22111,Union,0.166666667,0,0,0,0.166666667
Louisiana,22,113,22113,Vermilion,19,0,0,0,19
Louisiana,22,115,22115,Vernon,2.166666667,0,0,0,2.166666667
Louisiana,22,117,22117,Washington,0,0.833333333,0,0,0.833333333
Louisiana,22,119,22119,Webster,3,0,0,0,3
Louisiana,22,121,22121,West Baton Rouge,12,0,0,0,12
Louisiana,22,123,22123,West Carroll,0,0,0,0,0
Louisiana,22,125,22125,West Feliciana,4,0,0,0,4
Louisiana,22,127,22127,Winn,0.083333333,0,0,0,0.083333333
Maine,23,1,23001,Androscoggin,22.91666667,1.833333333,0.333333333,4.75,29.83333333
Maine,23,3,23003,Aroostook,4.416666667,1.166666667,0,3.75,9.333333333
Maine,23,5,23005,Cumberland,67.5,9.833333333,4.75,35,117.0833333
Maine,23,7,23007,Franklin,13.33333333,0.333333333,0,0,13.66666667
Maine,23,9,23009,Hancock,21.16666667,1.333333333,0,0,22.5
Maine,23,11,23011,Kennebec,37,0.833333333,0.5,0,38.33333333
Maine,23,13,23013,Knox,8.333333333,0.166666667,0,4.833333333,13.33333333
Maine,23,15,23015,Lincoln,13.16666667,0,0,0,13.16666667
Maine,23,17,23017,Oxford,26.58333333,0.166666667,0.666666667,0,27.41666667
Maine,23,19,23019,Penobscot,30.08333333,1.333333333,1.916666667,3.333333333,36.66666667
Maine,23,21,23021,Piscataquis,9,0,0,0,9
Maine,23,23,23023,Sagadahoc,11.25,0.166666667,0,4.666666667,16.08333333
Maine,23,25,23025,Somerset,9.416666667,1.333333333,0,0,10.75
Maine,23,27,23027,Waldo,11.75,0.166666667,0,0,11.91666667
Maine,23,29,23029,Washington,5.583333333,0,0,0,5.583333333
Maine,23,31,23031,York,83.75,2.333333333,1.25,28.16666667,115.5
Maryland,24,1,24001,Allegany,2,0,0,0,2
Maryland,24,3,24003,Anne Arundel,83.66666667,0,0,24.91666667,108.5833333
